f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,labels
36.667,86.944,97.5,98.333,97.778,94.167,44.167,53.889,97.222,98.611,97.222,98.611,80.833,93.611,96.111,97.778,98.056,96.667,77.222,68.056,62.222,96.667,96.667,96.389,91.667,79.167,56.389,46.944,97.778,97.222,97.5,98.333,92.5,47.222,40,97.778,97.778,97.222,97.222,46.944,39.722,35,96.944,97.778,93.889,43.056,38.333,34.444,30.278,F
82.5,71.111,73.611,98.333,90,45.278,36.111,83.611,80.278,83.889,97.778,90,53.889,43.611,96.667,86.944,87.778,96.111,76.944,65.278,50.833,95.833,89.722,91.111,98.056,86.944,97.778,96.667,92.778,91.111,91.667,97.778,98.333,98.333,96.667,46.667,96.944,91.944,98.889,98.611,98.056,96.944,34.444,93.611,97.778,96.667,97.5,96.111,46.111,G
97.222,97.778,90,50.556,45.278,41.111,33.889,96.944,97.778,96.667,68.056,53.889,49.444,43.333,96.944,98.056,98.056,97.778,62.222,59.444,57.5,46.944,56.111,60.556,64.444,91.389,78.056,66.111,39.444,46.389,51.944,56.389,92.222,73.611,60.556,34.722,40.556,44.722,50,55.556,94.722,63.611,30.833,34.444,39.167,41.667,47.5,71.944,92.5,H
95,66.944,51.944,47.222,43.889,39.167,33.611,94.167,70.556,61.111,55,52.222,46.944,40,96.111,75,70.833,73.611,98.611,97.222,58.333,97.5,98.333,97.778,94.167,65,60.278,53.889,97.222,97.778,96.667,66.111,55.833,50,42.5,97.222,97.778,96.111,55.556,48.333,42.778,36.944,96.944,96.944,64.167,46.944,41.389,36.667,31.667,I
76.111,96.667,94.722,84.167,61.111,42.778,34.722,63.056,73.889,80.833,93.889,93.056,51.944,40.833,61.944,73.611,81.389,85.278,87.5,95,46.389,70,80.556,84.444,86.389,89.444,89.722,94.167,96.944,98.333,97.5,99.444,92.778,91.944,96.944,97.222,98.056,98.889,99.444,98.889,96.111,97.778,41.944,52.778,59.722,95.833,97.778,97.222,64.167,J
95,98.333,98.333,97.5,97.222,53.889,37.778,96.944,98.889,98.611,98.889,97.222,94.444,46.944,96.944,98.333,98.889,98.056,97.778,97.778,94.444,96.944,98.333,97.778,99.444,97.778,98.333,96.389,96.667,98.333,97.778,99.444,97.778,98.333,96.389,96.667,97.778,98.889,98.889,98.889,97.778,95,45.278,96.944,98.333,98.333,98.056,93.889,39.444,A
94.722,83.889,82.778,98.611,96.667,54.722,36.111,68.611,74.167,78.611,81.944,85.556,88.056,78.611,53.333,65.833,73.611,82.222,87.222,89.722,91.389,49.167,61.667,74.722,88.056,90.556,92.222,93.611,46.667,62.5,97.222,98.333,98.333,98.889,97.778,41.111,91.667,98.333,98.056,97.778,97.778,66.389,33.056,64.444,96.944,98.333,97.778,93.056,37.778,B
92.5,86.111,87.222,93.889,41.667,35.556,30.833,73.056,78.889,84.444,95,48.889,41.389,35.833,58.056,77.222,90,68.889,54.167,45.278,40,43.333,95,90,67.222,58.056,50.833,43.056,37.222,43.611,76.667,95.278,62.222,54.722,47.222,33.889,38.333,43.056,48.889,95.556,79.167,51.944,30,33.056,37.222,40.278,45.278,51.111,92.222,C
61.111,53.889,50.833,50,44.167,35.278,27.778,68.333,63.611,60.833,62.5,70.833,95.556,39.444,73.889,71.389,70.833,73.333,85.833,97.5,93.333,92.778,76.944,75.833,78.333,83.889,96.667,96.111,50,92.222,80.278,83.056,86.389,93.056,97.222,38.056,77.222,96.667,86.111,86.944,91.944,94.444,32.222,37.778,56.944,97.222,98.056,97.778,93.056,D
96.667,98.333,98.333,98.889,98.333,95.556,38.889,97.5,98.889,98.056,98.889,97.778,95,46.944,80,97.778,98.333,97.778,93.889,66.389,50.833,70,96.944,98.333,97.5,81.111,65.278,53.889,96.111,98.333,98.333,98.333,98.333,95.556,57.778,79.444,97.5,98.889,97.778,98.889,98.333,95,36.111,77.778,98.056,98.889,98.333,98.889,97.778,E
32.222,38.889,86.944,92.5,80.833,66.944,61.111,39.167,94.167,97.778,97.5,94.444,60.833,51.667,85.556,96.111,96.111,77.5,72.5,55.278,47.778,95.556,96.667,93.889,72.5,61.389,51.389,43.611,96.111,96.111,86.944,77.222,62.222,47.222,37.5,97.5,97.222,87.5,94.722,90,40.278,34.722,96.944,97.5,97.5,96.111,40.278,35,31.111,F
50.556,53.056,57.222,87.222,65.556,49.167,39.167,70.556,64.444,66.667,85.833,71.667,63.056,54.444,82.222,75,77.222,85.278,85,78.611,95.278,76.667,79.722,82.222,83.611,93.056,96.111,50.278,45.556,96.667,84.444,87.222,90.278,91.667,42.778,40.278,54.167,96.944,88.333,94.722,45.278,37.778,34.722,41.389,93.333,96.389,45.556,37.778,33.056,G
95,97.778,98.889,98.889,98.889,74.722,97.5,97.5,98.889,98.889,98.889,98.056,97.222,66.944,97.778,98.889,98.333,98.889,97.778,90.556,53.333,80.556,98.056,98.333,75,96.389,91.111,49.722,43.889,54.167,60,66.944,91.944,90,46.111,38.333,45.556,52.222,61.389,94.444,54.444,41.667,33.333,38.333,43.611,53.056,94.444,49.722,35.556,H
89.444,61.667,50,43.889,40.833,36.111,31.389,77.5,66.389,58.056,53.333,47.222,42.5,35.556,75.556,68.333,63.333,60,54.722,50,41.667,93.611,98.056,97.778,96.111,63.056,61.111,58.889,96.944,97.5,94.167,65.833,60.833,58.611,55.278,96.111,95.556,90.278,56.944,51.667,46.944,38.889,95,96.111,53.611,46.944,43.611,39.444,33.056,I
35,44.167,66.111,81.111,48.056,38.611,33.611,42.5,51.389,63.056,84.722,57.222,45.833,37.778,48.056,58.611,66.944,76.667,94.444,51.111,43.333,58.889,70,73.889,79.167,83.611,95.556,48.333,96.944,98.333,98.889,98.056,88.611,89.167,94.167,97.778,98.333,86.944,93.333,97.778,92.778,97.222,96.667,98.056,65.833,71.667,98.889,98.333,93.333,J
48.611,96.944,97.778,97.5,80.833,43.056,35.833,74.167,97.778,98.333,98.333,98.333,95.556,45.278,95.556,98.333,98.889,98.333,98.889,98.333,94.167,96.944,98.333,98.889,99.444,98.889,98.611,97.222,95,97.778,98.889,98.889,98.889,98.333,97.222,79.444,97.5,98.889,98.333,98.889,98.611,96.111,38.889,80,98.056,98.333,98.056,97.5,53.889,A
43.333,62.222,78.333,82.778,92.5,43.056,35.556,48.056,59.722,71.111,78.056,82.5,93.056,49.444,50.278,61.111,68.889,77.222,82.222,86.944,91.111,55.278,65,77.778,97.778,97.778,97.5,92.778,68.333,97.222,98.889,98.889,98.889,97.778,96.667,97.222,98.333,98.889,98.611,98.611,96.944,45,97.778,98.056,97.778,97.778,54.444,40.278,34.167,B
62.778,78.889,76.389,39.444,35.278,33.056,28.889,56.389,69.167,76.389,55,40.278,36.111,33.056,56.111,67.5,74.722,87.778,46.667,40.833,34.444,59.722,69.444,78.889,66.944,52.778,45,39.444,67.778,93.056,80.833,67.778,58.333,51.389,42.778,96.389,86.389,79.722,71.944,64.722,57.5,48.611,41.111,47.222,49.444,51.111,54.444,95.278,63.333,C
38.889,46.667,56.389,95.556,95.556,43.889,35,49.167,57.778,77.778,97.222,97.778,96.111,41.667,64.167,65.556,75.278,96.667,97.222,96.389,76.389,84.722,76.944,79.444,88.889,92.5,94.444,94.722,91.111,82.778,83.333,88.333,91.389,93.056,93.889,41.389,96.111,86.111,89.722,91.111,93.611,93.333,35.278,42.5,80,97.5,98.333,97.778,95.556,D
96.944,98.889,98.889,98.889,98.611,96.944,44.444,95.556,97.5,98.889,98.056,98.333,96.667,52.5,59.167,73.889,96.944,97.778,97.222,81.667,54.444,56.111,69.722,87.5,96.667,94.444,67.778,56.667,54.722,86.944,98.056,98.333,98.056,97.5,61.111,63.333,97.222,98.333,98.056,98.889,98.611,96.389,34.167,94.722,97.778,98.889,98.611,98.889,97.222,E
36.944,52.222,95.833,98.333,95.278,76.111,96.944,95,97.5,98.056,96.111,77.5,67.778,57.5,96.389,97.222,96.944,95.556,76.667,62.222,49.722,96.667,97.778,97.222,94.722,85.556,58.056,43.056,96.667,97.5,96.944,96.944,96.111,45,38.056,97.778,98.056,97.5,97.5,53.056,38.333,33.333,95.556,97.5,96.944,46.111,38.056,33.333,30.556,F
96.111,65.556,61.667,64.722,91.111,54.444,40,96.111,78.889,72.5,75,96.111,62.778,48.611,88.889,83.611,80,81.389,96.667,71.111,65.278,95.556,86.111,85,84.167,97.5,81.944,95.278,67.778,88.333,87.778,86.944,98.333,97.222,92.5,37.5,60.833,97.778,88.333,91.667,98.333,90.556,32.5,37.5,47.222,96.111,91.944,96.944,47.222,G
42.5,96.667,97.778,98.333,98.056,95.556,37.778,96.111,98.333,98.333,97.778,97.778,64.722,46.111,97.5,98.611,97.222,92.222,77.778,77.222,49.722,96.667,98.889,65.833,68.611,73.056,90.278,51.111,45.278,52.5,55.556,61.111,68.611,77.222,52.5,36.667,44.167,47.5,52.222,63.611,65.278,55.556,32.222,37.5,41.111,44.444,47.5,93.889,64.722,H
64.722,54.167,49.444,47.222,43.056,39.167,32.222,68.889,62.5,57.5,55.278,51.389,48.056,39.722,83.333,98.333,98.333,99.444,98.333,98.611,97.5,90.556,96.389,68.611,62.222,58.056,56.111,49.444,91.667,94.444,60.556,56.111,51.111,47.5,39.444,93.333,90.278,53.056,49.722,44.444,40.278,34.167,93.889,51.944,46.111,43.056,39.444,34.722,30.278,I
32.778,38.889,41.944,49.167,60.833,92.222,44.444,38.611,44.167,52.5,58.056,66.667,89.444,49.722,46.111,56.667,61.944,65.556,71.389,78.056,89.444,91.944,94.167,73.056,72.5,76.389,78.889,95,93.889,97.5,81.944,79.722,79.722,81.944,96.111,64.167,72.222,96.667,84.444,83.611,84.167,97.222,46.944,63.333,93.056,59.722,59.722,96.944,54.444,J
47.5,97.222,97.5,98.333,98.333,95.556,37.222,95.556,97.222,98.889,97.778,98.889,98.056,77.222,97.222,98.333,98.889,97.778,98.333,98.056,95.556,96.667,98.333,97.5,99.444,97.778,98.333,96.389,96.389,98.333,98.333,97.778,97.778,97.5,94.444,93.333,97.222,98.889,96.944,98.889,97.5,90.278,38.611,95,97.778,98.333,97.778,96.111,37.222,A
97.778,95.278,88.056,98.333,93.333,41.389,33.611,68.056,76.667,80.278,84.444,87.222,95,41.667,56.111,66.944,77.5,82.778,87.778,90,92.222,51.111,66.111,79.167,88.056,90.278,91.389,93.056,47.778,92.5,98.333,98.889,98.333,98.333,97.222,41.111,95,98.333,97.778,97.778,98.333,90.556,34.722,49.722,96.667,98.056,97.5,68.333,35.833,B
95.833,96.111,56.389,45.556,36.389,32.5,29.444,65.278,75,81.111,86.667,92.5,35.833,32.222,62.5,71.389,78.611,82.778,89.167,48.889,36.944,64.722,74.167,81.944,91.389,68.056,54.722,43.611,85.833,91.667,82.5,75.556,68.056,58.056,48.056,87.222,85.278,80.556,76.944,70,62.5,52.222,52.5,97.5,98.056,98.056,97.778,71.667,64.722,C
54.444,62.5,95,97.222,96.111,46.111,35.556,97.222,78.056,98.889,98.889,98.056,96.667,42.222,96.944,85.556,95.556,98.333,97.222,97.5,88.889,93.333,90,91.389,96.944,97.222,96.944,95,92.5,93.056,93.056,95.556,97.222,98.056,96.667,40,96.111,93.611,96.111,96.111,98.333,96.944,33.611,40,80,97.222,98.333,96.667,95.556,D
52.778,96.944,98.889,98.889,98.889,98.056,96.944,96.944,98.333,98.333,99.444,97.778,97.5,95.833,96.389,97.5,98.333,98.333,96.944,82.222,65.556,51.944,66.944,94.444,97.5,97.222,81.944,63.333,44.167,55.556,96.667,97.5,98.333,97.778,94.167,37.5,46.667,95,98.333,98.333,97.222,97.778,31.667,36.111,66.944,97.5,98.333,97.778,96.111,E
97.778,98.889,86.389,69.722,98.611,97.5,61.667,97.222,98.333,98.889,98.889,97.778,97.222,57.778,96.111,98.333,98.889,98.056,98.333,96.667,58.611,92.5,98.333,98.056,97.222,98.333,95.556,66.389,63.889,97.778,98.889,98.611,98.889,97.778,97.222,38.889,95.833,98.333,98.889,97.5,98.889,97.222,33.056,41.667,96.667,97.778,98.333,97.5,64.722,F
72.222,62.222,61.667,91.111,38.611,33.889,28.889,78.333,75.556,78.333,95.556,54.444,42.778,33.889,84.167,82.778,84.167,98.333,80.278,61.111,40.556,94.167,87.222,88.889,94.444,97.5,97.5,77.222,91.389,89.722,89.167,92.778,97.222,97.222,96.111,40.278,96.111,90.556,93.889,95.556,98.611,97.222,33.333,40.833,95,98.056,95.556,96.667,96.111,G
97.222,98.889,98.333,98.611,97.5,46.111,33.889,97.222,98.333,98.611,98.611,97.5,96.944,42.222,93.611,97.5,98.611,96.944,98.889,97.5,93.333,43.056,92.778,98.333,98.889,98.333,98.333,96.944,37.778,43.611,51.944,58.611,65,70.278,95,33.333,38.611,43.611,48.889,55,63.056,93.889,29.722,33.889,38.056,41.667,45.833,54.444,93.889,H
79.444,63.611,55.833,52.5,49.444,46.667,36.944,76.667,69.167,62.5,60.278,58.333,59.444,90.278,79.167,73.333,76.667,98.889,94.444,62.778,60.556,88.611,96.389,90.833,63.889,57.778,53.056,44.444,92.5,97.222,90,56.944,51.111,46.111,38.056,96.111,96.389,63.889,50.833,44.167,40.278,34.167,91.667,95,49.722,42.778,39.167,35.278,30.556,I
35,43.056,90,65.278,47.222,37.778,33.333,40.833,52.5,66.389,92.222,53.889,45.278,38.611,47.222,56.944,68.056,82.5,92.222,50.556,42.778,52.5,67.222,74.444,80.278,86.667,93.056,46.944,96.667,97.778,98.889,98.056,98.889,92.5,93.889,97.778,98.333,97.778,84.722,98.056,97.222,97.778,96.389,98.611,98.611,62.778,97.778,98.333,96.111,J
48.611,96.667,97.5,98.333,97.778,77.778,35.833,95.556,97.222,98.889,97.5,98.889,97.5,77.222,96.667,98.333,98.889,99.444,98.889,97.778,96.111,96.667,98.333,96.944,99.444,97.778,98.056,95.833,96.667,98.333,98.889,98.611,97.778,97.778,95,79.444,96.944,98.889,97.222,98.889,96.944,66.944,38.611,77.778,97.222,98.333,97.222,64.722,36.667,A
97.778,98.333,98.333,98.333,91.111,38.056,32.222,93.889,83.611,83.611,84.722,94.444,93.333,39.167,57.778,71.944,80,85.556,90,95.278,48.333,54.722,66.667,86.389,95.556,98.056,97.778,93.889,52.5,86.944,98.056,98.889,98.333,98.889,97.778,50.278,96.667,98.056,98.333,98.056,96.111,49.444,45.278,96.944,97.778,98.056,96.667,45.556,37.778,B
86.944,81.389,92.778,45.278,39.167,34.167,30.833,73.056,71.389,74.167,53.889,44.722,39.167,35.278,58.333,66.667,71.667,61.667,50.833,44.722,37.778,51.111,59.444,68.056,65.833,56.111,50.556,44.444,47.222,56.667,67.222,70.833,64.444,59.722,53.056,43.333,55,90.556,75.556,72.778,74.444,95.556,36.111,50.278,82.222,83.333,93.056,47.778,40,C
85.833,93.889,86.111,85.278,81.944,78.056,80.833,93.056,88.889,86.944,83.889,79.722,72.222,61.667,91.944,91.667,88.333,85.278,78.056,69.167,55,94.167,94.722,96.667,98.611,95.833,73.333,53.333,97.222,98.611,98.333,98.611,97.222,96.667,50.556,96.389,96.389,98.611,98.333,96.389,96.667,41.389,55.833,97.778,98.056,98.056,97.5,48.056,31.111,D
95.833,98.611,98.056,98.889,98.333,90.833,34.722,97.222,98.611,96.944,98.889,97.222,95,43.333,97.5,98.333,98.333,98.611,96.667,67.778,49.722,53.333,96.389,97.222,90.556,85,68.333,54.444,45.278,57.5,80.278,97.222,98.056,97.222,68.056,38.333,48.333,96.111,98.333,98.333,97.222,97.778,33.333,38.333,72.778,97.5,98.333,97.778,96.111,E
37.778,87.778,98.056,98.889,98.333,98.333,79.444,86.389,97.5,98.889,97.778,98.333,96.111,63.889,95.556,98.333,97.778,97.778,98.333,90.556,59.722,95.833,98.611,98.333,98.333,96.111,70.278,59.722,97.778,97.222,97.222,98.333,91.111,75.833,64.444,96.667,97.778,98.333,98.611,85.556,85.833,96.111,45.278,97.5,98.611,98.333,98.333,97.222,43.611,F
46.667,53.611,61.389,90.833,59.444,50.833,34.722,72.5,67.5,72.5,97.222,70.833,70.278,92.778,97.5,78.333,80,99.444,91.667,83.333,96.389,95.556,85.556,84.167,87.778,97.5,98.333,97.222,65.833,96.944,86.667,89.722,93.056,97.222,96.944,38.056,77.222,94.167,89.444,91.944,95,94.444,33.333,38.889,77.778,97.5,98.056,96.944,42.222,G
48.056,97.222,98.889,98.611,98.889,98.611,96.389,95,97.778,98.611,98.889,98.889,98.056,96.944,96.111,98.333,98.889,98.611,98.889,98.333,95,46.389,55.278,61.111,80.278,79.444,86.111,95,39.722,46.944,53.056,58.889,66.667,94.167,55.278,35.278,41.111,46.389,51.944,61.667,93.889,49.722,31.111,35.833,40,44.167,52.222,95,41.667,H
91.389,63.889,56.111,52.778,48.889,46.667,41.111,77.778,69.444,63.333,61.667,58.056,59.444,95.833,79.444,75.278,98.056,98.889,98.056,96.389,61.667,84.167,89.722,96.667,91.111,61.389,53.889,44.722,87.778,93.333,96.667,91.111,53.611,45.833,37.5,95,94.444,97.222,60.833,46.389,39.722,35.278,77.222,96.944,96.667,44.167,39.167,34.444,31.111,I
72.222,96.389,80,52.222,47.5,40,30.556,61.667,74.722,83.056,89.722,91.667,96.389,41.111,61.944,73.333,82.222,85.556,89.167,90.833,91.389,87.778,97.5,92.222,87.778,90.833,91.389,92.778,97.778,98.333,92.5,99.444,97.222,94.167,96.667,96.944,98.056,84.444,76.389,98.889,98.611,97.222,40.278,53.333,56.111,61.111,81.389,97.5,92.5,J
39.167,95.556,97.5,98.333,98.056,94.167,39.444,94.444,97.222,98.889,97.778,98.889,98.056,77.222,85.556,96.944,98.056,98.611,98.611,97.222,96.111,88.056,97.222,97.5,98.333,98.333,96.667,96.667,56.389,96.944,96.944,98.333,98.333,97.778,96.944,40.556,94.444,96.944,98.611,97.778,97.5,96.111,34.167,41.944,95,97.5,98.333,97.222,64.722,A
96.667,97.778,97.5,77.778,41.389,36.667,32.222,57.5,80,95.833,77.5,51.667,43.056,36.667,52.5,61.667,70.556,95.833,95.833,50.833,42.5,48.333,58.611,69.444,78.333,89.444,96.111,51.667,45.278,56.667,86.944,98.056,98.333,98.333,97.778,39.167,62.222,97.5,98.889,98.333,98.889,97.778,33.333,41.111,97.222,97.778,98.056,97.5,48.889,B
96.667,96.111,49.444,41.111,37.778,34.167,30,63.611,73.889,77.778,76.389,42.5,37.778,34.167,58.889,67.5,74.167,88.889,51.944,43.889,37.778,58.333,66.944,93.333,71.389,60,51.111,43.333,58.889,67.778,90,73.889,66.667,61.667,51.389,63.889,95.833,83.056,77.778,75,98.889,97.222,96.389,97.778,98.056,94.444,50,46.944,41.389,C
97.778,69.167,65.278,69.444,98.333,80.556,43.333,97.778,78.889,74.444,80,97.778,97.778,96.111,89.444,82.222,79.722,85.833,93.889,96.667,95.278,88.056,84.722,83.611,88.611,91.111,94.444,95,88.611,87.778,86.111,87.222,91.389,93.889,94.167,76.944,89.167,90.833,89.722,93.056,93.333,64.167,39.722,94.167,91.111,91.389,96.389,53.889,34.167,D
96.111,97.778,98.889,98.889,98.611,97.222,56.389,96.944,97.778,98.333,98.889,97.778,97.778,95,95.833,98.056,98.889,98.333,98.889,98.056,95.556,55.556,66.389,96.944,98.056,98.056,97.222,67.778,48.056,60.278,88.611,97.5,98.333,97.778,94.167,41.389,54.444,96.667,98.333,98.333,98.333,97.778,33.889,42.778,96.667,98.056,98.333,98.056,96.111,E
48.611,97.5,98.056,98.333,98.333,91.111,45.556,96.111,98.333,98.333,98.611,97.778,74.444,49.722,97.778,97.5,97.778,97.778,78.333,61.389,51.111,97.778,97.778,97.222,97.222,70,62.5,52.778,95.278,97.778,96.944,94.444,71.389,65.278,55.278,77.778,97.5,97.5,96.389,76.667,71.667,63.056,35.556,51.389,97.222,98.611,98.333,84.444,97.778,F
34.444,40,46.944,84.722,56.389,43.333,35,40.833,48.333,55,90.556,62.5,51.944,42.222,46.944,56.667,62.222,88.889,68.889,61.667,50,61.944,65,69.444,95,75.833,97.778,96.111,78.056,72.778,74.444,82.5,95.556,96.389,96.111,94.167,80,79.167,78.889,88.611,94.444,94.167,41.111,94.444,84.444,85,84.444,95,41.667,G
97.5,98.056,98.333,98.056,76.944,44.444,31.667,97.778,96.389,97.5,98.333,95.833,62.5,53.889,96.667,98.333,98.333,98.611,97.778,75.278,56.944,46.389,55.278,63.611,69.444,90,66.667,55,40,47.222,56.389,64.444,88.889,66.389,56.389,36.944,41.111,49.167,60,89.722,69.444,60.556,32.222,36.111,41.111,52.222,80.278,76.111,70.556,H
95.556,63.333,49.167,44.167,40,35.556,31.111,80,76.667,56.667,51.389,46.667,40.833,34.722,68.056,73.333,61.389,56.667,53.056,46.944,39.722,65.278,79.444,68.333,63.056,59.722,55.556,48.889,92.5,98.333,98.889,98.611,73.611,98.889,97.778,63.889,97.222,97.222,76.667,61.389,54.167,47.222,38.611,95.556,97.222,90.556,50.556,43.889,36.944,I
60,78.889,94.444,45.833,39.444,35.278,31.667,57.5,69.167,77.222,83.889,53.889,40.556,34.444,58.056,69.722,76.667,82.778,85.278,76.111,40.278,62.778,75.833,82.5,84.722,86.944,88.333,76.389,96.667,91.667,96.944,99.444,90.556,91.111,96.389,97.5,98.056,68.056,86.389,98.889,94.444,95.556,39.444,49.444,52.222,54.722,80,96.111,51.111,J
38.611,86.944,97.222,98.333,97.778,94.167,37.778,86.389,98.056,98.889,98.333,98.333,96.389,46.944,96.111,97.778,98.889,98.333,98.889,97.778,90.278,97.222,98.333,98.333,98.889,97.778,97.778,95.278,96.667,98.333,98.333,99.444,97.778,98.333,96.111,96.944,98.056,98.889,99.167,98.333,97.778,95,92.778,98.333,98.611,98.333,98.333,93.333,38.889,A
96.111,63.889,46.111,42.222,39.167,34.722,30.833,64.444,96.111,94.444,50,44.722,40.278,34.722,59.444,69.167,78.333,95.833,95.833,46.944,39.444,56.944,68.889,78.333,83.333,90.278,95.833,76.944,57.778,80.278,96.111,98.611,98.333,98.611,97.778,86.389,97.5,98.889,98.333,98.889,98.056,96.111,66.944,97.778,98.611,98.333,98.611,96.667,41.111,B
96.944,91.111,90,46.111,39.722,35.278,30.278,96.389,83.056,93.056,53.889,46.389,40.278,35.833,66.944,75.833,87.778,59.444,51.944,44.722,37.778,61.944,70.833,73.056,64.722,58.056,52.222,43.611,61.944,93.333,75.556,70.556,65.556,61.667,53.889,86.944,83.889,82.778,98.333,98.889,98.333,97.778,96.667,97.222,57.778,54.444,56.389,62.222,92.5,C
68.333,96.111,87.778,85.556,82.5,78.611,73.889,95,89.722,88.056,85.278,80.556,72.5,61.944,91.389,91.111,88.889,87.222,81.111,71.111,56.667,92.778,93.889,96.389,98.889,97.222,96.111,57.222,96.667,98.333,98.333,98.333,96.944,97.222,62.778,95.833,96.944,98.889,97.5,98.333,96.944,52.778,77.5,98.056,97.778,97.5,98.056,66.944,31.111,D
95,98.333,98.611,98.333,98.611,96.944,41.111,97.222,97.778,98.889,98.333,97.778,97.778,90,93.611,98.333,98.889,98.333,98.889,97.778,73.056,76.111,95.556,97.778,98.333,97.5,83.056,59.444,96.944,98.889,98.889,98.889,98.889,97.5,77.222,97.222,98.333,98.889,98.333,98.889,97.778,94.722,58.333,97.5,98.611,98.611,98.889,98.611,96.667,E
48.333,96.389,98.333,97.778,96.944,93.611,33.889,96.667,98.333,98.333,98.056,96.944,95,45,97.778,98.611,97.778,98.889,96.667,73.611,50.278,96.667,96.667,96.667,91.111,79.722,67.778,54.722,97.222,97.222,95.278,85.556,80,72.778,62.222,97.5,98.611,98.611,99.444,98.333,98.333,97.778,94.167,98.333,98.611,98.333,98.611,96.667,50.278,F
95.556,57.778,59.167,68.333,61.389,45,35.833,97.778,90.556,73.611,77.778,89.722,55,43.056,95.556,88.056,83.889,84.167,94.167,68.056,60.278,93.056,90.278,88.889,89.167,97.778,97.778,96.389,77.222,91.944,90.278,90.556,98.056,97.5,97.222,40,96.111,90.833,92.5,93.333,98.889,97.222,33.056,40.278,77.778,97.5,98.333,97.778,93.056,G
96.111,97.778,98.889,98.611,98.611,96.944,45.278,96.944,98.333,98.889,98.889,98.889,97.778,95.556,96.667,98.333,97.778,99.444,97.778,98.056,96.389,54.722,97.222,98.611,98.889,98.611,98.889,97.5,39.444,46.389,52.222,57.778,62.222,68.889,93.056,34.444,40.278,44.444,50.556,55.278,63.611,91.111,30.556,35.278,39.444,42.222,47.222,55,92.778,H
93.056,60.833,51.944,46.944,43.889,38.889,33.056,93.056,68.056,60.833,54.722,52.222,46.667,39.444,96.944,95.833,72.778,70,95.278,97.5,58.333,96.667,95.556,66.667,62.222,58.611,56.111,50,96.667,94.444,60.556,56.111,51.111,47.5,40,96.667,90,53.056,49.722,44.444,40.556,34.167,95.556,52.222,46.111,43.056,39.444,35,30.556,I
56.389,60.833,48.056,42.778,39.722,34.444,30.556,55.278,74.167,78.056,50.556,45.278,41.111,35,58.333,69.722,79.167,89.444,57.5,47.222,39.722,64.167,74.167,80.278,84.444,87.778,95.278,54.444,97.5,98.333,98.333,99.444,90.556,91.389,97.5,81.111,97.778,90.833,92.222,98.889,95.833,95.556,56.389,82.5,92.778,97.5,98.056,94.167,40,J
86.944,98.056,98.333,98.333,98.333,94.167,41.944,97.5,98.889,98.889,99.167,98.889,97.778,96.111,97.222,98.333,98.889,99.444,97.778,98.333,96.667,97.222,98.333,98.889,98.889,97.778,97.778,95,96.667,98.333,97.778,99.167,98.333,97.778,96.111,96.944,98.611,98.889,98.889,98.889,97.222,56.111,48.333,97.5,98.056,98.056,97.5,46.389,34.167,A
